product_name,page_url,technical_sheet_url,buy_url,calculator_url,summary_public,finish,recommended_use,surface_targets,benefit_tags,application_methods,related_products,coverage_ranges,drying_times,dilution_hints,presentations,inventory_match_name,inventory_match_ref,inventory_match_score,inventory_match_source,canonical_family_from_inventory
Primer 2K 5001,https://www.pintuco.com.co/productos/primer-2k-5001/,https://www.pintuco.com.co/download/51575/?tmstv=1672344808,https://tienda.pintuco.com/,,"El primer 2k 5001 es un producto dos (2) componentes de secado al aire con excelentes propiedades de adherencia, fácil lijado, alto contenido de sólidos, alto poder de relleno y muy buen cubrimiento en la aplicación.",,"El primer 2k 5001 es un producto dos (2) componentes de secado al aire con excelentes propiedades de adherencia, fácil lijado, alto contenido de sólidos, alto poder de relleno y muy buen cubrimiento en la aplicación.",exterior,alto_cubrimiento | rapido_secado,,,,,,,KITAUTOS 4 GL PRIMER 2K 5001 GTIS 1 GL B,10350853,90.0,db:vw_inventario_agente,KITAUTOS PRIMER 2K 5001 GTIS B
Max Polish System – NM500,https://www.pintuco.com.co/productos/max-polish-system-nm500/,https://www.pintuco.com.co/download/51584/?tmstv=1672344808,https://tienda.pintuco.com/,,Sistema compound de polishado con microabrasivos especialmente diseñados para una experta corrección de la pintura original o antigua sobre cualquier superficie.,,Sistema compound de polishado con microabrasivos especialmente diseñados para una experta corrección de la pintura original o antigua sobre cualquier superficie.,,,,,,,,1/4 galón | galon | galón,"DISCO C. F-PRO 4 1/2"" MAX INOX CLAVE 431",F51059585,85.5,db:vw_inventario_agente,"DISCO C. F PRO "" MAX INOX CLAVE"
Pintulaca Primer 1K 7200/7205,https://www.pintuco.com.co/productos/pintulaca-primer-1k-7200-7205/,https://www.pintuco.com.co/wp-content/uploads/2019/12/ft-pintulaca-primer-1k-7200-7205-1.pdf,https://tienda.pintuco.com/,,"Pintulaca Primer 1K 7200/7205 es un primer monocomponente de secado rápido, muy buena lijabilidad",,"Pintulaca Primer 1K 7200/7205 es un primer monocomponente de secado rápido, muy buena lijabilidad",,rapido_secado,,,,,,1/4 galón | galón,CIN-CS PRIMER WB,10381147,85.5,db:vw_inventario_agente,CIN CS PRIMER WB
Endurecedor MG60,https://www.pintuco.com.co/productos/endurecedor-mg60/,https://www.pintuco.com.co/wp-content/uploads/2019/12/ft-endurecedor-mg60.pdf,https://tienda.pintuco.com/,,Endurecedor MG60 es un producto diseñado específicamente para mezclar sistemas poliuretano Mega.,,Endurecedor MG60 es un producto diseñado específicamente para mezclar sistemas poliuretano Mega.,,,,,,,,1/4 galón | galón,ENDURECEDOR E-70 BASE FLASH 1/4G,10384343,85.5,db:vw_inventario_agente,ENDURECEDOR E BASE FLASH
Pasta pulidora de corte medio 120025,https://www.pintuco.com.co/productos/pasta-pulidora-de-corte-medio-120025/,https://www.pintuco.com.co/wp-content/uploads/2019/12/ft-pasta-pulidora-corte-medio-120025.pdf,https://tienda.pintuco.com/,,"Pasta pulidora de corte medio 120025 es un producto formulado especialmente para que pueda desmanchar y brillar con un efecto abrasivo muy mínimo que no afecte el recubrimiento de la superficie, muy fácil de aplicar y retirar.",,"Pasta pulidora de corte medio 120025 es un producto formulado especialmente para que pueda desmanchar y brillar con un efecto abrasivo muy mínimo que no afecte el recubrimiento de la superficie, muy fácil de aplicar y retirar.",,alto_cubrimiento,,,,,,1/4 galón | galón,AUXILIO DE TRANSPORTE,52052701,85.5,db:vw_inventario_agente,AUXILIO DE TRANSPORTE
Pasta pulidora de corte fino 4040,https://www.pintuco.com.co/productos/pasta-pulidora-de-corte-fino-4040/,https://www.pintuco.com.co/wp-content/uploads/2019/12/ft-duretan-pasta-pulidora-crema-4040-1.pdf,https://tienda.pintuco.com/,,"Pasta pulidora de corte fino 4040 es un producto formulado especialmente para que pueda desmanchar y brillar con un efecto abrasivo muy mínimo que no afecte el recubrimiento de la superficie, muy fácil de aplicar y retirar.",,"Pasta pulidora de corte fino 4040 es un producto formulado especialmente para que pueda desmanchar y brillar con un efecto abrasivo muy mínimo que no afecte el recubrimiento de la superficie, muy fácil de aplicar y retirar.",,alto_cubrimiento,,,,,,1/4 galón | galón,AUXILIO DE TRANSPORTE,52052701,85.5,db:vw_inventario_agente,AUXILIO DE TRANSPORTE
Endurecedor E40,https://www.pintuco.com.co/productos/endurecedor-e40/,https://www.pintuco.com.co/wp-content/uploads/2019/12/FT-Endurecedor-E40.pdf,https://tienda.pintuco.com/,,Endurecedor E40 está diseñado específicamente para mezclar con Barniz Crystal Clear Ref.,,Endurecedor E40 está diseñado específicamente para mezclar con Barniz Crystal Clear Ref.,,,,,,,,1/4 galón | galón,ENDURECEDOR UNIVERSAL E40 1/32 GL,10349941,100.0,backend_lookup,ENDURECEDOR UNIVERSAL E40
Sistema Nitro Koverlac,https://www.pintuco.com.co/productos/sistema-nitro-koverlac/,https://www.pintuco.com.co/download/51608/?tmstv=1672344808,https://tienda.pintuco.com/,,Sistema Nitro Koverlac son lacas nitro de secado al aire que se caracterizan por su rápido secado y buen acabado.,,Sistema Nitro Koverlac son lacas nitro de secado al aire que se caracterizan por su rápido secado y buen acabado.,,rapido_secado,,,,,,galón,F KIT NI PAGUE 11 LLEVE 12 GL KOVERLAC B,F51020080,85.5,db:vw_inventario_agente,F KIT NI PAGUE LLEVE KOVERLAC B
Sistema de color Mega basecoat,https://www.pintuco.com.co/productos/sistema-de-color-mega-basecoat/,https://www.pintuco.com.co/wp-content/uploads/2019/12/ft-sistema-mega-basecoat.pdf,https://tienda.pintuco.com/,,,,,,,,,,,,1/4 galón | galón,"GRATA X85 # 36 DE 6""",F51018901,85.5,db:vw_inventario_agente,"GRATA X85 # DE """
Sellador de corrosión,https://www.pintuco.com.co/productos/sellador-de-corrosion/,https://www.pintuco.com.co/download/51240/?tmstv=1672344801,https://tienda.pintuco.com/,,Sellador de corrosión es un producto base agua que actúa como pasivador del óxido estabilizando el proceso de corrosión.,,Sellador de corrosión es un producto base agua que actúa como pasivador del óxido estabilizando el proceso de corrosión.,metal,anticorrosivo,,,,,,1/4 galón | galón,SELLADOR DE CORROSION UFA800/1L/AA7,5892204,90.0,db:vw_inventario_agente,SELLADOR DE CORROSION
Clear RFU 5500,https://www.pintuco.com.co/productos/clear-rfu-5500/,https://www.pintuco.com.co/download/51615/?tmstv=1672344808,https://tienda.pintuco.com/,,,,,,,,,,,,,KIT PAGUE 5 LLEVE 6 GL CLEAR RFU 5500,20003873,90.0,db:vw_inventario_agente,KIT PAGUE LLEVE CLEAR RFU
Clear Mate 9450,https://www.pintuco.com.co/productos/clear-mate-9450/,https://www.pintuco.com.co/download/51613/?tmstv=1672344808,https://tienda.pintuco.com/,,"Clear Mate 9450 es usado como acabado final sobre color en sistemas bicapa de repinte automotriz Pintuco, proporcionando un acabado mate o semibrillante siguiendo las recomendaciones de mezcla.",,"Clear Mate 9450 es usado como acabado final sobre color en sistemas bicapa de repinte automotriz Pintuco, proporcionando un acabado mate o semibrillante siguiendo las recomendaciones de mezcla.",,,,,,,,,MEG CLEAR MATE 2K 9450 AC 3.78L,5864467,100.0,backend_lookup,MEG CLEAR MATE 2K 9450 AC
Recubrimiento electrostático Epóxico Corrotec,https://www.pintuco.com.co/productos/pintura-electrostatica-epoxico-corrotec/,https://www.pintuco.com.co/download/49775/?tmstv=1672344800,https://tienda.pintuco.com/,,,,,,,,,,,,,RODILLO EPOXICO 6,56253937,85.5,db:vw_inventario_agente,RODILLO EPOXICO
Recubrimiento electrostático Epoxi Poliéster Madecoat,https://www.pintuco.com.co/productos/pintura-electrostatica-madecoat/,https://www.pintuco.com.co/download/51250/?tmstv=1672344801,https://tienda.pintuco.com/,,"Pintura en Polvo Epoxi Poliéster Madecoat es un recubrimientos en polvo especialmente formulados para ofrecer alta resistencia química, mecánica, al rayado superficial y alta dureza en sustratos de MDF.",,"Pintura en Polvo Epoxi Poliéster Madecoat es un recubrimientos en polvo especialmente formulados para ofrecer alta resistencia química, mecánica, al rayado superficial y alta dureza en sustratos de MDF.",,alto_cubrimiento,,,,,,,POLIESTER AZUL CRYSTAL CAJA 20 KG,10375417,85.5,db:vw_inventario_agente,POLIESTER AZUL CRYSTAL CAJA
Recubrimiento electrostático Epoxi poliéster antibacterial,https://www.pintuco.com.co/productos/pintura-electrostatica-epoxi-poliester-antibacterial/,https://www.pintuco.com.co/download/51252/?tmstv=1672344802,https://tienda.pintuco.com/,,"Pintura en polvo Epoxi poliéster antibacterial es un recubrimiento en polvo formulado en combinación de resina epóxica y poliéster, denominados HIBRIDOS.",,"Pintura en polvo Epoxi poliéster antibacterial es un recubrimiento en polvo formulado en combinación de resina epóxica y poliéster, denominados HIBRIDOS.",,antibacterial | alto_cubrimiento,,,,,,,DIGLOSSER POLIESTER BLANCO TRANSP 1/4G,10115682,85.5,db:vw_inventario_agente,DIGLOSSER POLIESTER BLANCO TRANSP
Thinner Corriente 21219,https://www.pintuco.com.co/productos/thinner-corriente/,https://www.pintuco.com.co/download/51260/?tmstv=1672344802,https://tienda.pintuco.com/,,"Thinner corriente 21219 es una mezcla balanceada de solventes aromático, alifático y solventes oxigenados.",,"Thinner corriente 21219 es una mezcla balanceada de solventes aromático, alifático y solventes oxigenados.",exterior,,,,,,,1/4 galón | galón | 5 galones,PQ THINNER CORRIENTE 21219 0.95L,5891369,95.0,db:vw_inventario_agente,THINNER CORRIENTE
Recubrimiento electrostático Poliéster corrotec,https://www.pintuco.com.co/productos/pintura-electrostatica-poliester-corrotec-2/,https://www.pintuco.com.co/download/49773/?tmstv=1672344800,https://tienda.pintuco.com/,,"Pintura en polvo Poliéster corrotec formulada con resina Poliéster ofrece alta resistencia a la corrosión, excelente resistencia química, mecánica, al rayado superficial y alta dureza.",,"Pintura en polvo Poliéster corrotec formulada con resina Poliéster ofrece alta resistencia a la corrosión, excelente resistencia química, mecánica, al rayado superficial y alta dureza.",exterior,anticorrosivo | alto_cubrimiento,,corrotec,,,,,PQ CORROTEC AQUA MAT GRIS 0.95L,5892836,85.5,db:vw_inventario_agente,CORROTEC AQUA MATE
Recubrimiento electrostático Poliéster low bake,https://www.pintuco.com.co/productos/pintura-electrostatica-poliester-low-bake/,https://www.pintuco.com.co/download/49768/?tmstv=1672344799,https://tienda.pintuco.com/,,Pintura en Polvo Poliéster low bake es un recubrimiento en polvo formulado a base de resina Poliéster.,,Pintura en Polvo Poliéster low bake es un recubrimiento en polvo formulado a base de resina Poliéster.,exterior,alto_cubrimiento,,,,,,,POLIESTER COMBINADO 1/4,56254222,85.5,db:vw_inventario_agente,POLIESTER COMBINADO
Recubrimiento electrostático Poliéster Anodic,https://www.pintuco.com.co/productos/pintura-electrostatica-poliester-anodic/,https://www.pintuco.com.co/download/49766/?tmstv=1672344799,https://tienda.pintuco.com/,,Pintura en polvo Poliester Anodic es un recubrimiento en polvo formulado a base de resina Poliéster.,,Pintura en polvo Poliester Anodic es un recubrimiento en polvo formulado a base de resina Poliéster.,exterior,alto_cubrimiento,,,,,,,POLIESTER COMBINADO 1/4,56254222,85.5,db:vw_inventario_agente,POLIESTER COMBINADO
Recubrimiento electrostático poliéster baja emisión,https://www.pintuco.com.co/productos/pintura-electrostatica-poliester-baja-emision/,https://www.pintuco.com.co/download/62446/?tmstv=1672344831,https://tienda.pintuco.com/,,"Pintura polvo poliéster baja emisión está formulada con resinas poliéster de bajas emisiones, que ofrecen una solución sostenible, de bajo impacto en la aplicación y en el uso; de alta resistencia a la corrosión, excelente resistencia química, mecánica, al rayado superficial y alta dureza.",,"Pintura polvo poliéster baja emisión está formulada con resinas poliéster de bajas emisiones, que ofrecen una solución sostenible, de bajo impacto en la aplicación y en el uso; de alta resistencia a la corrosión, excelente resistencia química, mecánica, al rayado superficial y alta dureza.",metal | exterior,anticorrosivo | alto_cubrimiento,,,,,,,POLIESTER AZUL CRYSTAL CAJA 20 KG,10375417,85.5,db:vw_inventario_agente,POLIESTER AZUL CRYSTAL CAJA
Recubrimiento electrostático Poliéster crystal colors,https://www.pintuco.com.co/productos/pintura-electrostatica-poliester-crystal-colors/,https://www.pintuco.com.co/download/51247/?tmstv=1672344801,https://tienda.pintuco.com/,,Pintura en polvo Poliéster crystal color es un recubrimiento en polvo formulado a base de resina Poliéster.,,Pintura en polvo Poliéster crystal color es un recubrimiento en polvo formulado a base de resina Poliéster.,exterior,alto_cubrimiento,,,,,,,POLIESTER AZUL CRYSTAL CAJA 20 KG,10375417,85.5,db:vw_inventario_agente,POLIESTER AZUL CRYSTAL CAJA
Recubrimiento electrostático Poliéster Clarity,https://www.pintuco.com.co/productos/pintura-electrostatica-poliester-clarity-2/,https://www.pintuco.com.co/download/51242/?tmstv=1672344801,https://tienda.pintuco.com/,,Recubrimiento en polvo formulado a base de resina Poliéster.,,Recubrimiento en polvo formulado a base de resina Poliéster.,exterior,alto_cubrimiento,,,,,,,POLIESTER COMBINADO 1/4,56254222,85.5,db:vw_inventario_agente,POLIESTER COMBINADO
Mini Rodillo Flock Pintuco 4″,https://www.pintuco.com.co/productos/mini-rodillo-flock-pintuco-4/,,https://tienda.pintuco.com/,,,,,,,,,,,,,MINI RODILLO FLOCK PINTUCO,10375596,95.0,db:vw_inventario_agente,MINI RODILLO FLOCK PINTUCO
Espuma Corrugada 5m,https://www.pintuco.com.co/productos/espuma-corrugada-5m/,,https://tienda.pintuco.com/,,,,,,,,,,,,,TOOLS ESPUMA CORRUGADA 5M,6448768,95.0,db:vw_inventario_agente,TOOLS ESPUMA CORRUGADA 5M
Lija Agua Pintuco Gran 400,https://www.pintuco.com.co/productos/lija-agua-pintuco-gran-400/,,https://tienda.pintuco.com/,,,,,,,,,,,,,F PG 4 LLVE 6 PINTUCO SILICONA GRIS 300M,F51019940,85.5,db:vw_inventario_agente,F PG LLVE PINTUCO SILICONA GRIS 300M
Lija Agua Pintuco Grano 180,https://www.pintuco.com.co/productos/lija-agua-pintuco-grano-180/,,https://tienda.pintuco.com/,,,,,,,,,,,,,"RODILLO PINTUCO 9""",56255257,85.5,db:vw_inventario_agente,"RODILLO PINTUCO """
Lija Agua Pintuco Grano 220,https://www.pintuco.com.co/productos/lija-agua-pintuco-grano-220/,,https://tienda.pintuco.com/,,,,,,,,,,,,,"RODILLO PINTUCO 9""",56255257,85.5,db:vw_inventario_agente,"RODILLO PINTUCO """
Lija Agua Pintuco Grano 320,https://www.pintuco.com.co/productos/lija-agua-pintuco-grano-320/,,https://tienda.pintuco.com/,,,,,,,,,,,,,DISCO BLUE 3M 320,56254844,85.5,db:vw_inventario_agente,DISCO BLUE 3M
Lija Agua Pintuco Grano 150,https://www.pintuco.com.co/productos/lija-agua-pintuco-grano-150/,,https://tienda.pintuco.com/,,,,,,,,,,,,,"RODILLO PINTUCO 9""",56255257,85.5,db:vw_inventario_agente,"RODILLO PINTUCO """
Lija Agua Pintuco Grano 120,https://www.pintuco.com.co/productos/lija-agua-pintuco-grano-120/,,https://tienda.pintuco.com/,,,,,,,,,,,,,"RODILLO PINTUCO 9""",56255257,85.5,db:vw_inventario_agente,"RODILLO PINTUCO """
